,v1,v2,no_punctuation,to_lowercase,word_tokens,stop_words,word_lemmatize,no_link,text_no_carac
4658,ham,I cant pick the phone right now. Pls send a message,I cant pick the phone right now Pls send a message,i cant pick the phone right now pls send a message,"['i cant pick the phone right no', ' pls send a message']","['i cant pick the phone right no', ' pls send a message']","['i cant pick the phone right no', ' pls send a message']",I cant pick the phone right now. Pls send a message,i cant pick the phone right now pls send a message
4659,ham,You call him and tell now infront of them. Call him now.,You call him and tell now infront of them Call him now,you call him and tell now infront of them call him now,"['you call him and tell no', ' infront of them call him no', '']","['you call him and tell no', ' infront of them call him no', '']","['you call him and tell no', ' infront of them call him no', '']",You call him and tell now infront of them. Call him now.,you call him and tell now infront of them call him now
4660,ham,Ok no prob...,Ok no prob,ok no prob,['ok no prob'],['ok no prob'],['ok no prob'],Ok no prob...,ok no prob
4661,ham,Ladies first and genus second k .,Ladies first and genus second k ,ladies first and genus second k ,['ladies first and genus second k '],['ladies first and genus second k '],['ladies first and genus second k '],Ladies first and genus second k .,ladies first and genus second k 
4662,ham,No. Yes please. Been swimming?,No Yes please Been swimming,no yes please been swimming,"['no yes please been s', 'imming']","['no yes please been s', 'imming']","['no yes please been s', 'imming']",No. Yes please. Been swimming?,no yes please been swimming
4663,ham,Mum not going robinson already.,Mum not going robinson already,mum not going robinson already,['mum not going robinson already'],['mum not going robinson already'],['mum not going robinson already'],Mum not going robinson already.,mum not going robinson already
4664,ham,Ok set let u noe e details later...,Ok set let u noe e details later,ok set let u noe e details later,['ok set let u noe e details later'],['ok set let u noe e details later'],['ok set let u noe e details later'],Ok set let u noe e details later...,ok set let u noe e details later
4665,ham,Not..tel software name..,Nottel software name,nottel software name,"['nottel soft', 'are name']","['nottel soft', 'are name']","['nottel soft', 'are name']",Not..tel software name..,nottel software name
4666,ham,I send the print  outs da.,I send the print  outs da,i send the print  outs da,['i send the print  outs da'],['i send the print  outs da'],['i send the print  outs da'],I send the print  outs da.,i send the print outs da
4667,ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,im realy soz imat my mums 2nite what about 2moro ,"['im realy soz imat my mums 2nite ', 'hat about 2moro ']","['im realy soz imat my mums 2nite ', 'hat about 2moro ']","['im realy soz imat my mums 2nite ', 'hat about 2moro ']",IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,im realy soz imat my mums 2nite what about 2moro 
4668,ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",When I was born GOD said Oh No Another IDIOT When you were born,when i was born god said oh no another idiot when you were born,"['', 'hen i ', 'as born god said oh no another idiot ', 'hen you ', 'ere born']","['', 'hen i ', 'as born god said oh no another idiot ', 'hen you ', 'ere born']","['', 'hen i ', 'as born god said oh no another idiot ', 'hen you ', 'ere born']","When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",when i was born god said oh no another idiot when you were born
4669,ham,"I didnt get ur full msg..sometext is missing, send it again",I didnt get ur full msgsometext is missing send it again,i didnt get ur full msgsometext is missing send it again,['i didnt get ur full msgsometext is missing send it again'],['i didnt get ur full msgsometext is missing send it again'],['i didnt get ur full msgsometext is missing send it again'],"I didnt get ur full msg..sometext is missing, send it again",i didnt get ur full msgsometext is missing send it again
4670,ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",Probably not Im almost out of gas and I get some cash tomorrow,probably not im almost out of gas and i get some cash tomorrow,"['probably not im almost out of gas and i get some cash tomorro', '']","['probably not im almost out of gas and i get some cash tomorro', '']","['probably not im almost out of gas and i get some cash tomorro', '']","Probably not, I'm almost out of gas and I get some cash tomorrow",probably not im almost out of gas and i get some cash tomorrow
4671,spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",Customer service announcement We recently tried to make a delivery to you but were unable to do so please call 07099833605 to reschedule Ref9280114,customer service announcement we recently tried to make a delivery to you but were unable to do so please call 07099833605 to reschedule ref9280114,"['customer service announcement ', 'e recently tried to make a delivery to you but ', 'ere unable to do so please call 07099833605 to reschedule ref9280114']","['customer service announcement ', 'e recently tried to make a delivery to you but ', 'ere unable to do so please call 07099833605 to reschedule ref9280114']","['customer service announcement ', 'e recently tried to make a delivery to you but ', 'ere unable to do so please call 07099833605 to reschedule ref9280114']","Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",customer service announcement we recently tried to make a delivery to you but were unable to do so please call 07099833605 to reschedule ref9280114
4672,ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,I forgot 2 ask Ì all smth Theres a card on da present lei How ÌÏ all want 2 write smth or sign on it,i forgot 2 ask ì all smth theres a card on da present lei how ìï all want 2 write smth or sign on it,"['i forgot 2 ask ì all smth theres a card on da present lei ho', ' ìï all ', 'ant 2 ', 'rite smth or sign on it']","['i forgot 2 ask ì all smth theres a card on da present lei ho', ' ìï all ', 'ant 2 ', 'rite smth or sign on it']","['i forgot 2 ask ì all smth theres a card on da present lei ho', ' ìï all ', 'ant 2 ', 'rite smth or sign on it']",I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,i forgot 2 ask ì all smth theres a card on da present lei how ìï all want 2 write smth or sign on it
4673,ham,I'm leaving my house now.,Im leaving my house now,im leaving my house now,"['im leaving my house no', '']","['im leaving my house no', '']","['im leaving my house no', '']",I'm leaving my house now.,im leaving my house now
4674,spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",Hi babe its Chloe how r u I was smashed on saturday night it was great How was your weekend U been missing me SP visionsmscom Text stop to stop 150ptext,hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend u been missing me sp visionsmscom text stop to stop 150ptext,"['hi babe its chloe ho', ' r u i ', 'as smashed on saturday night it ', 'as great ho', ' ', 'as your ', 'eekend u been missing me sp visionsmscom text stop to stop 150ptext']","['hi babe its chloe ho', ' r u i ', 'as smashed on saturday night it ', 'as great ho', ' ', 'as your ', 'eekend u been missing me sp visionsmscom text stop to stop 150ptext']","['hi babe its chloe ho', ' r u i ', 'as smashed on saturday night it ', 'as great ho', ' ', 'as your ', 'eekend u been missing me sp visionsmscom text stop to stop 150ptext']","Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend u been missing me sp visionsmscom text stop to stop 150ptext
4675,ham,ÌÏ ready then call me...,ÌÏ ready then call me,ìï ready then call me,['ìï ready then call me'],['ìï ready then call me'],['ìï ready then call me'],ÌÏ ready then call me...,ìï ready then call me
4676,ham,Wewa is 130. Iriver 255. All 128 mb.,Wewa is 130 Iriver 255 All 128 mb,wewa is 130 iriver 255 all 128 mb,"['', 'e', 'a is 130 iriver 255 all 128 mb']","['', 'e', 'a is 130 iriver 255 all 128 mb']","['', 'e', 'a is 130 iriver 255 all 128 mb']",Wewa is 130. Iriver 255. All 128 mb.,wewa is 130 iriver 255 all 128 mb
4677,ham,It is a good thing I'm now getting the connection to bw,It is a good thing Im now getting the connection to bw,it is a good thing im now getting the connection to bw,"['it is a good thing im no', ' getting the connection to b', '']","['it is a good thing im no', ' getting the connection to b', '']","['it is a good thing im no', ' getting the connection to b', '']",It is a good thing I'm now getting the connection to bw,it is a good thing im now getting the connection to bw
4678,ham,Sry da..jst nw only i came to home..,Sry dajst nw only i came to home,sry dajst nw only i came to home,"['sry dajst n', ' only i came to home']","['sry dajst n', ' only i came to home']","['sry dajst n', ' only i came to home']",Sry da..jst nw only i came to home..,sry dajst nw only i came to home
4679,ham,"That's cool he'll be here all night, lemme know when you're around",Thats cool hell be here all night lemme know when youre around,thats cool hell be here all night lemme know when youre around,"['thats cool hell be here all night lemme kno', ' ', 'hen youre around']","['thats cool hell be here all night lemme kno', ' ', 'hen youre around']","['thats cool hell be here all night lemme kno', ' ', 'hen youre around']","That's cool he'll be here all night, lemme know when you're around",thats cool hell be here all night lemme know when youre around
4680,ham,Are you staying in town ?,Are you staying in town ,are you staying in town ,"['are you staying in to', 'n ']","['are you staying in to', 'n ']","['are you staying in to', 'n ']",Are you staying in town ?,are you staying in town 
4681,ham,"Haha yeah, 2 oz is kind of a shitload",Haha yeah 2 oz is kind of a shitload,haha yeah 2 oz is kind of a shitload,['haha yeah 2 oz is kind of a shitload'],['haha yeah 2 oz is kind of a shitload'],['haha yeah 2 oz is kind of a shitload'],"Haha yeah, 2 oz is kind of a shitload",haha yeah 2 oz is kind of a shitload
4682,ham,Ok u can take me shopping when u get paid =D,Ok u can take me shopping when u get paid D,ok u can take me shopping when u get paid d,"['ok u can take me shopping ', 'hen u get paid d']","['ok u can take me shopping ', 'hen u get paid d']","['ok u can take me shopping ', 'hen u get paid d']",Ok u can take me shopping when u get paid =D,ok u can take me shopping when u get paid d
4683,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",My life Means a lot to me Not because I love my life But because I love the people in my life The world calls them friends I call them my World Ge,my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge,"['my life means a lot to me not because i love my life but because i love the people in my life the ', 'orld calls them friends i call them my ', 'orld ge']","['my life means a lot to me not because i love my life but because i love the people in my life the ', 'orld calls them friends i call them my ', 'orld ge']","['my life means a lot to me not because i love my life but because i love the people in my life the ', 'orld calls them friends i call them my ', 'orld ge']","My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge
4684,ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",Alright well bring it to you see you in like  ltgt  mins,alright well bring it to you see you in like  ltgt  mins,"['alright ', 'ell bring it to you see you in like  ltgt  mins']","['alright ', 'ell bring it to you see you in like  ltgt  mins']","['alright ', 'ell bring it to you see you in like  ltgt  mins']","Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",alright well bring it to you see you in like ltgt mins
4685,ham,But pls dont play in others life.,But pls dont play in others life,but pls dont play in others life,['but pls dont play in others life'],['but pls dont play in others life'],['but pls dont play in others life'],But pls dont play in others life.,but pls dont play in others life
4686,ham,Eatin my lunch...,Eatin my lunch,eatin my lunch,['eatin my lunch'],['eatin my lunch'],['eatin my lunch'],Eatin my lunch...,eatin my lunch
4687,ham,Hmmm.but you should give it on one day..,Hmmmbut you should give it on one day,hmmmbut you should give it on one day,['hmmmbut you should give it on one day'],['hmmmbut you should give it on one day'],['hmmmbut you should give it on one day'],Hmmm.but you should give it on one day..,hmmmbut you should give it on one day
4688,ham,"Didn't try, g and I decided not to head out",Didnt try g and I decided not to head out,didnt try g and i decided not to head out,['didnt try g and i decided not to head out'],['didnt try g and i decided not to head out'],['didnt try g and i decided not to head out'],"Didn't try, g and I decided not to head out",didnt try g and i decided not to head out
4689,ham,Ok no prob,Ok no prob,ok no prob,['ok no prob'],['ok no prob'],['ok no prob'],Ok no prob,ok no prob
4690,ham,Surly ill give it to you:-) while coming to review.,Surly ill give it to you while coming to review,surly ill give it to you while coming to review,"['surly ill give it to you ', 'hile coming to revie', '']","['surly ill give it to you ', 'hile coming to revie', '']","['surly ill give it to you ', 'hile coming to revie', '']",Surly ill give it to you:-) while coming to review.,surly ill give it to you while coming to review
4691,ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",By march ending i should be ready But will call you for sure The problem is that my capital never complete How far with you Hows work and the ladies,by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you hows work and the ladies,"['by march ending i should be ready but ', 'ill call you for sure the problem is that my capital never complete ho', ' far ', 'ith you ho', 's ', 'ork and the ladies']","['by march ending i should be ready but ', 'ill call you for sure the problem is that my capital never complete ho', ' far ', 'ith you ho', 's ', 'ork and the ladies']","['by march ending i should be ready but ', 'ill call you for sure the problem is that my capital never complete ho', ' far ', 'ith you ho', 's ', 'ork and the ladies']","By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you hows work and the ladies
4692,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,Tessypls do me a favor Pls convey my birthday wishes to Nimyapls dnt forget it Today is her birthday Shijas,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas,"['tessypls do me a favor pls convey my birthday ', 'ishes to nimyapls dnt forget it today is her birthday shijas']","['tessypls do me a favor pls convey my birthday ', 'ishes to nimyapls dnt forget it today is her birthday shijas']","['tessypls do me a favor pls convey my birthday ', 'ishes to nimyapls dnt forget it today is her birthday shijas']",Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas
4693,ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,Pls give her the food preferably pap very slowly with loads of sugar You can take up to an hour to give it And then some water Very very slowly,pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly,"['pls give her the food preferably pap very slo', 'ly ', 'ith loads of sugar you can take up to an hour to give it and then some ', 'ater very very slo', 'ly']","['pls give her the food preferably pap very slo', 'ly ', 'ith loads of sugar you can take up to an hour to give it and then some ', 'ater very very slo', 'ly']","['pls give her the food preferably pap very slo', 'ly ', 'ith loads of sugar you can take up to an hour to give it and then some ', 'ater very very slo', 'ly']",Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly
4694,spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",URGENT Your Mobile No 07808726822 was awarded a å£2000 Bonus Caller Prize on 020903 This is our 2nd attempt to contact YOU Call 08718729758 BOX95QU,urgent your mobile no 07808726822 was awarded a å£2000 bonus caller prize on 020903 this is our 2nd attempt to contact you call 08718729758 box95qu,"['urgent your mobile no 07808726822 ', 'as a', 'arded a å£2000 bonus caller prize on 020903 this is our 2nd attempt to contact you call 08718729758 box95qu']","['urgent your mobile no 07808726822 ', 'as a', 'arded a å£2000 bonus caller prize on 020903 this is our 2nd attempt to contact you call 08718729758 box95qu']","['urgent your mobile no 07808726822 ', 'as a', 'arded a å£2000 bonus caller prize on 020903 this is our 2nd attempt to contact you call 08718729758 box95qu']","URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",urgent your mobile no 07808726822 was awarded a å 2000 bonus caller prize on 020903 this is our 2nd attempt to contact you call 08718729758 box95qu
4695,ham,A guy who gets used but is too dumb to realize it.,A guy who gets used but is too dumb to realize it,a guy who gets used but is too dumb to realize it,"['a guy ', 'ho gets used but is too dumb to realize it']","['a guy ', 'ho gets used but is too dumb to realize it']","['a guy ', 'ho gets used but is too dumb to realize it']",A guy who gets used but is too dumb to realize it.,a guy who gets used but is too dumb to realize it
4696,ham,"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",Okey dokey iÛ÷ll be over in a bit just sorting some stuff out,okey dokey iû÷ll be over in a bit just sorting some stuff out,['okey dokey i\x89û÷ll be over in a bit just sorting some stuff out'],['okey dokey i\x89û÷ll be over in a bit just sorting some stuff out'],['okey dokey i\x89û÷ll be over in a bit just sorting some stuff out'],"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",okey dokey i û ll be over in a bit just sorting some stuff out
4697,ham,Don no da:)whats you plan?,Don no dawhats you plan,don no dawhats you plan,"['don no da', 'hats you plan']","['don no da', 'hats you plan']","['don no da', 'hats you plan']",Don no da:)whats you plan?,don no dawhats you plan
4698,ham,Yes fine ,Yes fine ,yes fine ,['yes fine '],['yes fine '],['yes fine '],Yes fine ,yes fine 
4699,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",WIN We have a winner Mr T Foley won an iPod More exciting prizes soon so keep an eye on ur mobile or visit wwwwin82050couk,win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit wwwwin82050couk,"['', 'in ', 'e have a ', 'inner mr t foley ', 'on an ipod more exciting prizes soon so keep an eye on ur mobile or visit ', 'in82050couk']","['', 'in ', 'e have a ', 'inner mr t foley ', 'on an ipod more exciting prizes soon so keep an eye on ur mobile or visit ', 'in82050couk']","['', 'in ', 'e have a ', 'inner mr t foley ', 'on an ipod more exciting prizes soon so keep an eye on ur mobile or visit ', 'in82050couk']","WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit wwwwin82050couk
4700,ham,I liked the new mobile,I liked the new mobile,i liked the new mobile,"['i liked the ne', ' mobile']","['i liked the ne', ' mobile']","['i liked the ne', ' mobile']",I liked the new mobile,i liked the new mobile
4701,ham,Anytime...,Anytime,anytime,['anytime'],['anytime'],['anytime'],Anytime...,anytime
4702,ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,Mmmmmmm snuggles into you deep contented sigh  whispers  I fucking love you so much I can barely stand it ,mmmmmmm snuggles into you deep contented sigh  whispers  i fucking love you so much i can barely stand it ,"['mmmmmmm snuggles into you deep contented sigh  ', 'hispers  i fucking love you so much i can barely stand it ']","['mmmmmmm snuggles into you deep contented sigh  ', 'hispers  i fucking love you so much i can barely stand it ']","['mmmmmmm snuggles into you deep contented sigh  ', 'hispers  i fucking love you so much i can barely stand it ']",Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,mmmmmmm snuggles into you deep contented sigh whispers i fucking love you so much i can barely stand it 
4703,ham,Yar but they say got some error.,Yar but they say got some error,yar but they say got some error,['yar but they say got some error'],['yar but they say got some error'],['yar but they say got some error'],Yar but they say got some error.,yar but they say got some error
4704,ham,Hey anyway i have to :-),Hey anyway i have to ,hey anyway i have to ,"['hey any', 'ay i have to ']","['hey any', 'ay i have to ']","['hey any', 'ay i have to ']",Hey anyway i have to :-),hey anyway i have to 
4705,ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,Wow so healthy Old airport rd lor Cant thk of anything else But ill b bathing my dog later,wow so healthy old airport rd lor cant thk of anything else but ill b bathing my dog later,"['', 'o', ' so healthy old airport rd lor cant thk of anything else but ill b bathing my dog later']","['', ' so healthy old airport rd lor cant thk of anything else but ill b bathing my dog later']","['', ' so healthy old airport rd lor cant thk of anything else but ill b bathing my dog later']",Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,wow so healthy old airport rd lor cant thk of anything else but ill b bathing my dog later
4706,ham,Wif my family booking tour package.,Wif my family booking tour package,wif my family booking tour package,"['', 'if my family booking tour package']","['', 'if my family booking tour package']","['', 'if my family booking tour package']",Wif my family booking tour package.,wif my family booking tour package
4707,ham,"Did you say bold, then torch later. Or one torch and 2bold?",Did you say bold then torch later Or one torch and 2bold,did you say bold then torch later or one torch and 2bold,['did you say bold then torch later or one torch and 2bold'],['did you say bold then torch later or one torch and 2bold'],['did you say bold then torch later or one torch and 2bold'],"Did you say bold, then torch later. Or one torch and 2bold?",did you say bold then torch later or one torch and 2bold
4708,ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",Haha awesome I might need to take you up on that what you doin tonight,haha awesome i might need to take you up on that what you doin tonight,"['haha a', 'esome i might need to take you up on that ', 'hat you doin tonight']","['haha a', 'esome i might need to take you up on that ', 'hat you doin tonight']","['haha a', 'esome i might need to take you up on that ', 'hat you doin tonight']","Haha awesome, I might need to take you up on that, what you doin tonight?",haha awesome i might need to take you up on that what you doin tonight
4709,ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),Ya i knw u vl givits ok thanks kanoanyway enjoy wit ur family wit 1st salary,ya i knw u vl givits ok thanks kanoanyway enjoy wit ur family wit 1st salary,"['ya i kn', ' u vl givits ok thanks kanoany', 'ay enjoy ', 'it ur family ', 'it 1st salary']","['ya i kn', ' u vl givits ok thanks kanoany', 'ay enjoy ', 'it ur family ', 'it 1st salary']","['ya i kn', ' u vl givits ok thanks kanoany', 'ay enjoy ', 'it ur family ', 'it 1st salary']",Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ya i knw u vl givits ok thanks kanoanyway enjoy wit ur family wit 1st salary
4710,ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,Huh so slow i tot u reach long ago liao U 2 more days only i 4 more leh,huh so slow i tot u reach long ago liao u 2 more days only i 4 more leh,"['huh so slo', ' i tot u reach long ago liao u 2 more days only i 4 more leh']","['huh so slo', ' i tot u reach long ago liao u 2 more days only i 4 more leh']","['huh so slo', ' i tot u reach long ago liao u 2 more days only i 4 more leh']",Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,huh so slow i tot u reach long ago liao u 2 more days only i 4 more leh
4711,ham,Thats cool princess! I will cover your face in hot sticky cum :),Thats cool princess I will cover your face in hot sticky cum ,thats cool princess i will cover your face in hot sticky cum ,"['thats cool princess i ', 'ill cover your face in hot sticky cum ']","['thats cool princess i ', 'ill cover your face in hot sticky cum ']","['thats cool princess i ', 'ill cover your face in hot sticky cum ']",Thats cool princess! I will cover your face in hot sticky cum :),thats cool princess i will cover your face in hot sticky cum 
4712,ham,Big brotherÛ÷s really scraped the barrel with this shower of social misfits,Big brotherÛ÷s really scraped the barrel with this shower of social misfits,big brotherû÷s really scraped the barrel with this shower of social misfits,"['big brother\x89û÷s really scraped the barrel ', 'ith this sho', 'er of social misfits']","['big brother\x89û÷s really scraped the barrel ', 'ith this sho', 'er of social misfits']","['big brother\x89û÷s really scraped the barrel ', 'ith this sho', 'er of social misfits']",Big brotherÛ÷s really scraped the barrel with this shower of social misfits,big brother û s really scraped the barrel with this shower of social misfits
4713,ham,Oops i thk i dun haf enuff... I go check then tell Ì_..,Oops i thk i dun haf enuff I go check then tell Ì,oops i thk i dun haf enuff i go check then tell ì,['oops i thk i dun haf enuff i go check then tell ì'],['oops i thk i dun haf enuff i go check then tell ì'],['oops i thk i dun haf enuff i go check then tell ì'],Oops i thk i dun haf enuff... I go check then tell Ì_..,oops i thk i dun haf enuff i go check then tell ì
4714,ham,S:)8 min to go for lunch:),S8 min to go for lunch,s8 min to go for lunch,['s8 min to go for lunch'],['s8 min to go for lunch'],['s8 min to go for lunch'],S:)8 min to go for lunch:),s8 min to go for lunch
4715,ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",Hey What happened U switch off ur cell d whole day This isnt good Now if u do care give me a call tomorrow,hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow,"['hey ', 'hat happened u s', 'itch off ur cell d ', 'hole day this isnt good no', ' if u do care give me a call tomorro', '']","['hey ', 'hat happened u s', 'itch off ur cell d ', 'hole day this isnt good no', ' if u do care give me a call tomorro', '']","['hey ', 'hat happened u s', 'itch off ur cell d ', 'hole day this isnt good no', ' if u do care give me a call tomorro', '']","Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow
4716,ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",K will do addie amp I are doing some art so Ill be here when you get home,k will do addie amp i are doing some art so ill be here when you get home,"['k ', 'ill do addie amp i are doing some art so ill be here ', 'hen you get home']","['k ', 'ill do addie amp i are doing some art so ill be here ', 'hen you get home']","['k ', 'ill do addie amp i are doing some art so ill be here ', 'hen you get home']","K will do, addie &amp; I are doing some art so I'll be here when you get home",k will do addie amp i are doing some art so ill be here when you get home
4717,ham,My uncles in Atlanta. Wish you guys a great semester.,My uncles in Atlanta Wish you guys a great semester,my uncles in atlanta wish you guys a great semester,"['my uncles in atlanta ', 'ish you guys a great semester']","['my uncles in atlanta ', 'ish you guys a great semester']","['my uncles in atlanta ', 'ish you guys a great semester']",My uncles in Atlanta. Wish you guys a great semester.,my uncles in atlanta wish you guys a great semester
4718,ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",Aiyo Her lesson so early Im still sleepin haha Okie u go home liao den confirm w me lor,aiyo her lesson so early im still sleepin haha okie u go home liao den confirm w me lor,"['aiyo her lesson so early im still sleepin haha okie u go home liao den confirm ', ' me lor']","['aiyo her lesson so early im still sleepin haha okie u go home liao den confirm ', ' me lor']","['aiyo her lesson so early im still sleepin haha okie u go home liao den confirm ', ' me lor']","Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",aiyo her lesson so early im still sleepin haha okie u go home liao den confirm w me lor
4719,ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,Forgot to tell Ì smth Can Ì like number the sections so that its clearer,forgot to tell ì smth can ì like number the sections so that its clearer,['forgot to tell ì smth can ì like number the sections so that its clearer'],['forgot to tell ì smth can ì like number the sections so that its clearer'],['forgot to tell ì smth can ì like number the sections so that its clearer'],Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,forgot to tell ì smth can ì like number the sections so that its clearer
4720,ham,"Yup. Anything lor, if u dun wan it's ok...",Yup Anything lor if u dun wan its ok,yup anything lor if u dun wan its ok,"['yup anything lor if u dun ', 'an its ok']","['yup anything lor if u dun ', 'an its ok']","['yup anything lor if u dun ', 'an its ok']","Yup. Anything lor, if u dun wan it's ok...",yup anything lor if u dun wan its ok
4721,ham,"I'm home, my love ... If your still awake ... *loving kiss*",Im home my love  If your still awake  loving kiss,im home my love  if your still awake  loving kiss,"['im home my love  if your still a', 'ake  loving kiss']","['im home my love  if your still a', 'ake  loving kiss']","['im home my love  if your still a', 'ake  loving kiss']","I'm home, my love ... If your still awake ... *loving kiss*",im home my love if your still awake loving kiss
4722,ham,HELLO PEACH! MY CAKE TASTS LUSH!,HELLO PEACH MY CAKE TASTS LUSH,hello peach my cake tasts lush,['hello peach my cake tasts lush'],['hello peach my cake tasts lush'],['hello peach my cake tasts lush'],HELLO PEACH! MY CAKE TASTS LUSH!,hello peach my cake tasts lush
4723,spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",FREE GAME Get Rayman Golf 4 FREE from the O2 Games Arcade 1st get UR games settings Reply POST then save  activ8 Press 0 key for Arcade Termsapply,free game get rayman golf 4 free from the o2 games arcade 1st get ur games settings reply post then save  activ8 press 0 key for arcade termsapply,['free game get rayman golf 4 free from the o2 games arcade 1st get ur games settings reply post then save  activ8 press 0 key for arcade termsapply'],['free game get rayman golf 4 free from the o2 games arcade 1st get ur games settings reply post then save  activ8 press 0 key for arcade termsapply'],['free game get rayman golf 4 free from the o2 games arcade 1st get ur games settings reply post then save  activ8 press 0 key for arcade termsapply'],"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",free game get rayman golf 4 free from the o2 games arcade 1st get ur games settings reply post then save activ8 press 0 key for arcade termsapply
